,text,target
468,"इस जानदार पॉवर और टार्क के लिए कम्पनी एक ऑप्शनल परफोर्मेस पैकेज भी लांच करेगा।
",1
403,"एबी डिविलियर्स के कठिन परिश्रम के बाद अपनी टीम को जीत की ओर बढते देखना शानदार था.
",1
1655,"सच्चाई यह है कि बाजीगरी के खेल में यहां का स्वर्णिम अतीत भी समाप्त हो गया।
",0
726,"मेघरंजनी मेधी असमिया फिल्मों की लोकप्रिय अभिनेत्री और निपुण कथक नृत्यांगना हैं
",1
1761,"किसी अनहोनी की आशंका से करीब आधे घंटे तक क्षेत्र के लोग भयभीत होते रहे।
",0
681,"ये रात खुशनसीब है जो अपने चांद को कलेजे से लगाए सो रही है
",1
2205,"भारतीय समाज में सेक्स अभी तक वर्जित विषय है।
",0
450,"इस लुक को आकर्षक बनाने के लिए कम्पनी ज्यादा चौड़े हैडलाइट्स लगाने की सोच रही है।
",1
1154,"भारत की उन्नति भारतीयों पर निर्भर है
",1
568,"जिले में परीक्षा संपन्न कराने के लिए 9 केन्द्र बनाए गए थे।
",1
878,"ऎसे समय इसे देखा जाना महत्त्वपूर्ण है, जब आपके ही बगल वाले सिनेमाघर में मस्तराम चल रही हो।
",1
1141,"प्रगतिशील व्यक्ति समस्याओं से जूझते हुए प्रगति पथ पर अग्रसर रहते हैं
",1
1077,"साधना करने से स्वर्गीय सुख मिलता है
",1
633,"में उनका किरदार उनके हॉट अंदाज के बिल्कुल विपरीत है।
",1
2065,"मौसम के बदलते तेवरों से वे काफी आतंकित थे
",0
637,"कोर्ट का पिछला फैसला इसके विपरीत था
",1
2255,"किसानों का बकाया गन्ना भुगतान नहीं मिला है, जबकि पैसा न होने के कारण किसान आर्थिक तंगी झेल रहे हैं।
",0
1210,"भाजपा सिर्फ सत्ता की भूखी है।
",0
1156,"उसने अपने घर की दीवारों पर बहुत सुंदर चित्रांकन किया है
",1
1014,"राजा ने अपकर्षक व्यक्ति को क्षमा कर दिया
",1
700,"यह उदारीकरण के बाद हो रहा ऐसा पहला चुनाव है जिसमें देश धीमे आर्थिक विकास के बीच चुनावी समर की ओर अग्रसर है।
",1
1679,"टवेरा से पहुंचे शातिर बदमाशों ने थर्सडे को नैनी में खूनी खेल खेला.
",0
953,"उन्हें बचपन से ही बहुमूल्य चीज़ें ख़रीदने की आदत है
",1
1904,"इस आत्मघाती धमकी के बाद पुलिस ने युवक को अपने हिरासत में ले लिया।
",0
1732,"जिसके बाद ही वे बीमार होने लगे थे।
",0
2146,"कमरतोड़ महंगाई पर सवाल तो बहुत हैं, पर जवाब देने वाला कोई नहीं है।
",0
774,"यहां टिकट लेने के लिए यात्रियों को कोई परेशानी नहीं होती
",1
906,"सुजैन मेरे जीवन के लिए मेरा प्यार है और हमेशा रहेगी अगर उसकी मुस्कुराहट मेरे बगैर ज्यादा चमकदार है तो उनके लिए मेरे प्यार को इसे पूरा करना चाहिए।
",1
682,"इस भालू को मीडिया ने तक़दीर वाला क़रार दिया है
",1
252,"वह उम्मीद भरे स्वर में कहते हैं कि हो सकता है कि इस दिशा में किया गया हमारा यह छोटा सा प्रयास बड़े आंदोलन का रूप ले ले।
",1
391,"कई प्रतिभागी ऐसे रहे जिन्होंने नृत्य के जरिए मार्मिक कहानी भी प्रस्तुत की।
",1
728,"जहां भगवान महादेव और माता गौरी ने उन्हें अपने पुत्र की तरह रखा और शस्त्र और शास्त्र में पारंगत बनाया।
",1
1439,"पिछले एक सप्ताह से भीषण गर्मी पड़ रही है।
",0
825,"निश्चित तौर पर ये दो दौरे महत्वपूर्ण हैं।
",1
2207,"दिल्ली के लिए घरेलू मैदान पर लौटना बुरा सपना साबित हुआ क्योंकि उन्होंने अभी तक फिरोजशाह कोटला मैदान पर खेले गए पिछले तीन मैचों में से एक में भी जीत दर्ज नहीं की है।
",0
35,"यह पुरस्कार भारत सरकार की ओर से भारतीय सिनेमा के विकास में उल्लेखनीय योगदान देने के लिए प्रदान किया जाता है।
",1
1266,"इसके विरोध में मोदी ने ऊपरी अदालत में केस दर्ज कराया, लेकिन उनकी अपील खारिज हो गई।
",0
1796,"अर्थव्यवस्था बड़ी, लेकिन धनी नहीं.
",0
316,"एक विचारधारा कांग्रेस की है जो उदारवादी, समावेशी और धर्म निरपेक्ष है 
",1
1071,"किसान फलदार वृक्ष की रखवाली कर रहा है
",1
1412,"परीक्षा देने पहुंचे कुछ अभ्यर्थियों के प्रवेश पत्र पर फोटो सत्यापित नहीं था।
",0
294,"कोर्ट का मानना है कि लगातार जेल में बंद दोनों युवाओं को पहले ही सजा मिल चुकी है।
",1
2359,"सने मेरे साथ कपटपूर्ण व्यवहार किया
",0
2095,"उन्होंने कहा लंबे समय तक शूटिंग के लिए किसी भी मां की तरह ही मैं भी घर से, बच्चे से या परिवार से दूर रहने को लेकर दुखी होती हूं.
",0
920,"परन्तु भाजपा के नेताओं को तो सदैव अपनी कुर्सी से ही प्यार रहा है।
",1
2294,"बालक मेघ से आच्छादित आकाश को देख रहा था
",0
957,"भारत एक विकासशील देश है
",1
1078,"संत का ललाट तेजोमंडित है
",1
1786,"हरि नगर स्थित घंटाघर के पास निजी वाहन चालकों के अतिक्रमण को हटाने के लिए नगर निगम और दिल्ली ट्रैफिक पुलिस बेबस साबित हो रही थी।
",0
880,"शाहरूख ने बताया कि वह उसी दिन यह काम करेंगे जिस दिन सुहाना आकर उनसे हज जाने का प्रोग्राम बनाएंगी.
",1
427,"कायड़ विश्राम स्थली पर अब तक चार हजार से अधिक बीमार जायरीन चिकित्सा सुविधा का लाभ उठा चुके हैं।
",1
120,"मैं ओलंपिक में स्वर्ण पदक जीतना चाहती हूं.
",1
2069,"उन्हें इतना गुस्सा आया कि वो अपना बल्ला मिशेल स्टार्क पर फेंकने को मजबूर हो गए.
",0
197,"मनीष खत्री ट्विटर के जरिए इससे पहले भी सटीक जानकारियां दे चुके हैं।
",1
612,"इस चुनाव में बीजेपी ने मोदी की ब्रांडिंग करने में कोई कसर बाकी नहीं रखी है.
",1
364,"दिल्ली में विकास ने हरियाली को रेगिस्तान में तबदील कर दिया।
",1
58,"यामी ने बताया कि आयुष्मान खुराना सेट पर काफी मेहनत करते हैं और उनके साथ काम करना मजेदार रहा।.
",1
764,"वे एक अच्छे क्रिकेटर हैं, लेकिन उन्हें परिपक्व होने के लिए अभी समय की जरूरत है।
",1
138,"दर्शकों को धन्यवाद बोलना तो बनता ही है।
",1
2374,"हमारे पिताजी बहुत कड़े मिज़ाज के हैं
",0
503,"असल में कोशिश की जा रही है कि संभावित तौर पर काले धन का फिर से देश में निवेश करने के मामलों का पता लगाया जा सके।
",1
353,"मेरे लिए यह आनंद का समय था, मैं बेहतर प्रदर्शन के प्रति आश्वस्त था क्योंकि मैं फाइनल में था।
",1
704,"दलित की बेटी को एक बार सवर्ण लोग प्रधानमंत्री बनाएं, देश खुशहाली की ओर अग्रसर हो जाएगा।
",1
1248,"घरेलू स्टील उपभोग में कम वृद्धि से यह संकेत मिलता है कि पूरे साल के दौरान बेस लेवल मांग की दशा कमजोर बनी रही।
",0
2088,"खराब कंज्यूमर सेंटीमेंट का बुरा असर लवेबल पर भी पड़ा है।
",0
692,"आपको इस चीज को हास्य के तौर पर ले लेना चाहिए।
",1
870,"फिल्म में कोई नेगेटिव किरदार नहीं था, अन्यथा यह पुरस्कार भी उसी फिल्म को मिला होता।
",1
1690,"मैं इससे थोड़ा निराश था।
",0
721,"इन गढ्डों को भरवा दिया जायेगा जिससे यातायात सुगम हो सके।
",1
895,"चीन की कोयला मांग में वृद्धि कम हो रही है इसलिये इनका ध्यान भारत की तरफ केंद्रित हो रहा है।
",1
130,"अर्जुन कपूर ने कहा कि मैं शुक्रगुजार हूं कि लोगों ने अपने मन में बनी मेरी छवि बदल ली है।
",1
787,"मेरे प्यार ने हरिवंश राय बच्चन के आंखों में आंसू ला दिए थे।
",1
647,"फोन का साउंड आउटपुट जबरदस्त है 
",1
1934,"खौफ, हैवानियत, दरिंदगी यहां की फिजाओं में समाज का सबसे शर्मनाक प्रदूषण बनकर घुलने लगा है।
",0
638,"रोहित शर्मा ने कहा कि प्रशासन के आदेश के विपरीत पब्लिक स्कूलों में फीस के नाम पर अवैध वसूली हो रही है।
",1
2265,"अफसरों का कहना है कि बाघ के शिकार के दौरान युवकों द्वारा की गई लापरवाही उनके लिए घातक हो सकती थी।
",0
1478,"इसके बाद कपिल ने फेसबुक पर लिखा, प्रिय मित्रों आप लोगों को सोशल साइट पर लड़ते देख मैं आहत हुआ हूं।
",0
1862,"यात्रियों को लिनचोली से केदारनाथ तक नि:शुल्क हेलीकॉप्टर सेवा उपलब्ध होने को लेकर गफलत है
",0
2151,"डुमिनी ही एकमात्र ऐसे बल्लेबाज नजर आ रहे हैं जो थोड़ा बहुत लय में हैं,
",0
1659,"राजस्थान रॉयल्स के खिलाफ उसका पिछला मैच तो किसी दुहस्वप्न सरीखा रहा।
",0
1924,"इंडोनेशिया में आये भूकंप के बाद सुनामी आने की चेतावनी ने बॉलीवुड में काफी लोगों को हिला कर रख दिया।
",0
2306,"उसकी कड़वी बोली किसी को अच्छी नहीं लगती
",0
1705,"बिहार में आरजेडी नेता की पीट-पीटकर हत्या |
",0
1866,"मंडी आढ़ती गेहू में घटोतरी के लिए किसी प्रकार की कोई जिम्मेवारी नहीं होगी।
",0
363,"सलाहकार फर्म को जो जिम्मेदारी दी जाएगी वह इस बारे में होगी कि इस सूक्ष्म वित्त संस्थान को किस तरह से एक पूर्ण बैंक में परिवर्तित किया जाए।
",1
2242,"दूसरी बार कमिटी ने जब फिल्म देखनी शुरू की तो सेंसर कमिटी एकमत से फिल्म को क्लियर करने के मूड में नहीं थी।
",0
1506,"आमजन के स्वास्थ्य के साथ खिलवाड़ कर रहे पेटेंट लाइसेंसधारी दवा विक्रेताओं के सामने मुसीबत खड़ी हो गई है।
",0
1180,"पानी रिमझिम बरस रहा है
",1
1509,"लेकिन किसी भी मॉडल में बिगड़ती प्राकृतिक परिस्थितियों को संभालने या प्रकृति के साथ खिलवाड़ करने वाली योजनाओं पर रोक की कोई आवाज उठाई नहीं गई है।
",0
2303,"उसकी कटु बातें मेरे लिए असह्य हैं
",0
660,"मतदान सकुशल संपन्न हुआ 
",1
1772,"पीपरा वासी दो किलोमीटर दूर नदी का गंदा पानी पीने को विवश है।
",0
1134,"धार्मिक व्यक्ति विपत्ति में भी अपना धर्म नहीं छोड़ता
",1
629,"रात में परिवार बैग सही सलामत होने की बात कर रहा था।
",1
89,"गायत्री शक्ति पीठ महाराणा प्रताप नगर में विभिन्न समाजों के आठ जोड़े परिणय सूत्र में बंधे।
",1
1463," घायल रविंद्र को अस्पताल में भर्ती कराया गया था।
",0
1565,"नॉइस और डीटेल्स की कमी की वजह से मोटोरोला के कैमरे को बेहतर बनाने की कोशिश बेकार हो गई है।
",0
2230,"अधिकांश निर्णयों में मंत्री एवं अधिकारी शामिल रहते हैं, अतः सरकारें अनुमति देने में टालमटोल करती रही हैं।
",0
2350,"निकम्मे व्यक्ति को सभी कोसते हैं
",0
1831,"हैरत की बात है कि विभागीय अधिकारी सब कुछ जानते हुए भी अनजान बने हुए हैं।
",0
1609,"दूसरे शब्दों में कहें तो चिदंबरम के कहे मुताबिक आश्वस्त होने की गुंजाइश तो नहीं ही है।
",0
306,"लगातार दो जीत दर्ज करके रॉयल्स के हौसले बुलंद है।
",1
580,"इन दोनों के सामने अपनी टीम को मजबूत योग तक पहुंचाने की जिम्मेदारी थी।
",1
802,"लेकिन सुभाशिष ने इतने गंभीर मुद्दे को फिल्म कुश के माध्यम से बहुत सरलता से दर्शाया है.
",1
1235,"बार्सिलोना के कप्तान जावी ने भी अब इस बात को मान लिया है कि उनकी टीम का छह साल में पांचवीं बार ला लीगा खिताब जीतना असंभव है।
",0
1606,"रानी को जरूर आदित्य के घर में धूमधाम से दिवाली मानते देखा गया था, लेकिन फिर भी इस बात को लेकर लोग बेपरवाह थे।
",0
2328,"मेश ने चाटुकारिता करके महेश को चढ़ा दिया
",0
1311,"आपको अगर लगता है कि अब गाने, पहले जैसे नहीं है तो कसूर उन गानों का नहीं है।
",0
2268,"यह समाज और बाल विकास दोनों के लिए घातक है, क्योंकि इस प्रवृत्ति से हमारी आने वाली पूरी पीढ़ी का स्वास्थ्य खतरे में पड़ जाएगा।
",0
1382,"लोग हाड कंपकंपाती ठंड में ठिठुरने को मजबूर नजर आ रहे हैं।
",0
1183,लोग निर्वाचित प्रतिनिधि को बधाई दे रहे हैं,1
1314,"उसने कमरे की लाइट जलाई तो एक बदमाश तमंचा लेकर उसके बेड के निकट खड़ा था।
",0
1367," व्यवस्था शीघ्र बहाल की जाय अन्यथा वार्ड के लोग सड़क पर उतरने के लिए बाध्य होंगे
",0
1302,"एक अच्छे हार्डवेयर के लिए आपको ठीक ढंग से निवेश करने की जरूरत होती है, नहीं तो आपकी खर्च की गई रकम बेकार भी जा सकती है।
",0
2158,"हालांकि इस फोन की बेजल को थोड़ा पतला किया गया है.
",0
1065,"बैंक लूटनेवाले तीन सशस्त्र डाकूओं को पुलिस ने धर दबोचा
",1
434,"यानी पर्व पर वैशाख शुक्ल पक्ष की तृतीया तिथि,रोहणी नक्षत्र के साथ ही सूर्य,चंद्र एवं शनि अपनी उच्च राशि में गोचर करेंगे।
",1
123,"मैं इस वजह से उनका आभारी हूं।
",1
1211,"सोमवार की रात्रि डीजल चोरों की ताक में कुछ साहसी युवक लोडिंग प्वाइंट के समीप घात लगाकर बैठे थे।
",0
2260,"इन अकुशल ड्राइवरों के कार चलाने से शहर में भले ही किसी की जान पर आफत आ जाए|
",0
595,"इसके अलावा व्यक्तिगत जवाबदेही से भी काफी अंतर पड़ा है।
",1
1713," टीम इंडिया के कप्तान महेन्द्र सिंह धोनी के वोट नहीं डालने से निराश है।
",0
1376,"इससे बैंक पहुंचे ग्राहक भटकने को मजबूर हुए।
",0
905,"यह मेरी जिंदगी का सबसे आकर्षक समय है और अगर मेरा बीता समय नहीं होता तो यह नहीं होता।
",1
1538,"व्यापारियों ने चेतावनी दी कि यदि जल्द ही बदमाश न पकड़े गए तो इस बार वेस्ट यूपी में उग्र आंदोलन छेड़ा जाएगा।
",0
1358,"जाम खुलते न देख वाहन चालक अन्य रास्तों से निकलने पर विवश थे।
",0
542,"निर्माता उस अभिनेता की खोज में हैं, जो इस किरदार में सटीक बैठे।
",1
1402,"इस आर्थिक विषमता की जड़ हमारी राजनीति, संस्कृति और इतिहास में गहरे तक धंसी हुई थी।
",0
419,"हम विकास को गति देने के लिए सभी उपक्रमों को कुशलतापूर्वक और प्रभावी रूप से संसाधन उपलब्ध करायेंगे।
",1
1494,"गर्मी का मौसम होने से जमीन जल्दी सूख जाती है इसलिए दिन में कई बार अर्थिग में पानी डालना पड़ता है।
",0
2296,"अनुपयोगी बातों में अपना समय मत गँवाओ
",0
1010,"यहाँ अनाथों को शरण दी जाती है
",1
2036,"साथ ही, डॉलर के मुकाबले रुपये के कमजोर होने का भी इस पर असर हुआ है।'
",0
1966,"नगर के नगर पालिका के आसपास के बाजार में दोपहर बाद अचानक भगदड़ मच गयी।
",0
490,"पंजाब की टीम बेहतर रन गति के कारण शीर्ष पर है.
",1
235,"अर्जुन रामपाल ने कहा कि मैं और मेहर आशा करते है दुख के इस समय में ऋतिक और सुजैन इस मुश्किल समय में प्यार और शांति के साथ अपना समय बिताये।
",1
384,"किसी को उनकी स्टाइल पसंद है तो कोई उनकी हाईट का दीवाना है।
",1
939,"संत,महात्माओं ने ज्ञान प्राप्त करने के लिए गुरु के प्रति भक्ति का होना आवश्यक बतलाया है
",1
548,"अदालत ने अपना फैसला सुरक्षित रखा है।
",1
661,"सेक्टर अधिकारी अपने दायित्व का निर्वहन कुशलता पूर्वक करते हैं ।
",1
251,"स्विस खिलाड़ी रोजर फ़ेडरर के 25 मई से शुरू हो रहे साल के दूसरे ग्रैंड स्लेम फ़्रेंच ओपन से कोर्ट पर वापसी की उम्मीद है.
",1
1560,"उन्होंने कहा की जाति या समुदाय की राजनीति बेकार है।
",0
1186,"पश्चिम बंगाल में शासन द्वारा ऐसी शिकायतें लगातार आने पर चिटफंड कंपनियों के ऊपर प्रतिबंध लगाना पड़ा है।
",0
150,"उनके ट्विटर में आते ही इस सोशल साइट पर जबरदस्त हलचल मच गई।
",1
497,"इस ऑफर के तहत आंशिक कैंसिलेशन नॉर्मल कैंसिलेशन फीस के जरिए मुमकिन होगा।
",1
66,"इसके लिए निरंतर प्रयास जारी हैं।
",1
27,"ये दोनों विशेषकर पीटरसन कोटला पर अच्छा प्रदर्शन करते रहे हैं।
",1
2206,"उन्होंने टूर्नामेंट में अभी तक ऎसा कोई कमाल नहीं किया है जिससे टीम को बहुत फायदा पहुंचा हो।
",0
1859,"लापरवाही ऐसी कि फ्रिज में रखी जाने वाली दवाओं को भी बाहर ही रखा जा रहा था।
",0
654,"एफडीआई नीति में होगा बदलाव,विदेशी कंपनियों की मौज  होगी 
",1
310,"मणिपुरी वाद्ययंत्र पुगचोलम के कलाकार की प्रस्तुति सराही गई।
",1
1017,"खस्ते टोस्ट पर मक्खन लगाकर कर खाने का मजा ही कुछ और होता है
",1
1233,"पीड़ित ने किसी तरह बंधनमुक्त हो कर कंट्रोल रूम को सूचना दी।
",0
522,"कप्तान धौनी और रवींद्र जडेजा ने भी उपयोगी प्रदर्शन किया है।
",1
2214,"शेयरों की कीमतें चढ़ रही होंगी जबकि उसके बावजूद आय के मोर्चे पर कमजोरी बनी रहेगी।
",0
1450,"मीडिया में उदय का मजाक उड़ना शुरू हो गया।
",0
707,"पुलिस को फोन न किया जाता तो निश्चित तौर पर कोई बड़ी घटना भी हो सकती थी।
",1
95,"मैंने हमेशा इस बात पर जोर दिया कि वृद्धि को प्रोत्साहित करना और मुद्रास्फीति पर नियंत्रण एक दूसरे के विरुद्ध नहीं है।
",1
2307,"नीम कड़ुआ होता है
",0
482,"केपी के पास काफी अनुभव है और अच्छे खिलाड़ियों के साथ खेलना सदा सुखद ही होता है।'
",1
2280,"अवनत दरों की वस्तुएँ अधिक बिकती हैं
",0
1852,"मैंने टीम के बीच सौहार्द्र की भावना को सर्वाधिक महसूस किया।
",0
1172,"आजकल राम की वकालत अच्छी चल रही है
",1
224,"इस पर चुप्पी तोड़ते हुए रामपाल ने कहा है कि उनका नाम बेमतलब उठाया जा रहा है।
",1
19,"गोविंदा जैसे बेहतरीन कलाकार की बराबरी भला कौन कर सकता है|
",1
86,"हमने अंत में काफी संघर्ष किया।
",1
2213,"18 करोड़ खर्च कर लगभग 356 तालाब खुदवाने के बावजूद ज्यादातर तालाब सूख गए है।
",0
1570,"यह बिल्कुल गैरजरूरी और व्यर्थ है।
",0
267,"गर्मियों में होने वाली बीमारियों से बचाव के लिए प्रदूषित खाद्य सामग्री के सेवन से बचना चाहिए।
",1
2124,"फिल्म को लोग पचा नहीं पाए.
",0
1435,"लोगों ने बताया कि गर्मी के मौसम में इस समय जीना दूभर हो गया है।
",0
429,"जिले के सभी 11 केंद्रों पर भी परीक्षा शांतिपूर्ण तरीके से संपन्न हुई।
",1
1150,"नियमित व्यायाम करने से स्वास्थ्य ठीक रहता है
",1
536,"उम्मीद है कि सरकार नियामकीय क्षेत्राधिकार के आवंटन की समीक्षा करेगी और इस पर सटीक निगरानी रखेगी।
",1
549,"परिणाम सील अवस्था में न्यायालय के पास सुरक्षित था।
",1
329,"आप जो गोल्ड, सिल्वर या डायमंड खरीद रहे हैं वह कितना खरा है, इसकी पहचान बहुत जरूरी है.
",1
1287,"उन्होंने 2012 में लंदन में हुए ओलंपिक खेलों में वापसी करने की कोशिश की थी लेकिन वह इसमें नाकाम रहे।
",0
62,"उन्हें रोबोट संबंधी बहुत नरम व स्पर्श करने योग्य त्वचा तैयार करनी है।
",1
1492,"भारतीय क्रिकेट तंत्र में इतना पैसा है कि कोई भी इसकी आलोचना करके इससे वंचित नहीं होना चाहता।
",0
369,"पेस का कहना है कि बेटी के जन्म के बाद से वो कितने भी व्यस्त हों, बेटी के लिए वक्त जरूर निकालते हैं
",1
1187,"शहर में नेटवर्किंग कारोबार का मकड़जाल लगातार फैलता जा रहा है।
",0
1797,"गूगल खुद अपनी परियोजना के बारे में जब तक नहीं बताता, तब तक इस परियोजना की सटीक जानकारी मिलना मुश्किल है।
",0
29,"विजय राज और मनु ऋषि के अलावा राज जुत्शी और विश्वजीत प्रधान ने भी अच्छा अभिनय किया है।
",1
196,"उनके मुताबिक स्टाइलस बहुत सटीक है
",1
442,"इस दिन शुरू किए गए कार्य में कोई व्यवधान नहीं आता बल्कि वह पूर्णता और सफलता को प्राप्त होता है।
",1
157,"जबरदस्त फॉर्म में चल रहे टीम इंडिया के धुरंधर बल्लेबाज विराट कोहली ने आईसीसी की वनडे बल्लेबाजों की रैंकिंग में शीर्ष स्थान कायम रखा है।
",1
2347,"नौकरी पाने के असफल प्रयासों के कारण वह निराश हो गया
",0
203,"उन्होंने एक बयान में कहा कि घमंडी प्रियंका नहीं बल्कि स्वयं अरुण जेतली
",1
1865,"हर कोई अपनी जिम्मेवारी से पल्ला झाड़ता नजर आ रहा है।
",0
1674,"मामूली बुखार समझकर लोग इसी बीमारी को अनदेखा कर देते है
",0
2340,"संदेहहीन बात कहने में भी आप क्यों झिझकते हैं 
",0
2231,"इससे शाम ढलते ही पूरा बाजार अंधेरे में डूब जाया करता है फलस्वरूप लोग अपनी दुकानें बंद करने को विवश हो जाते हैं।
",0
2070,"विभिन्न सरकारों के इंटरनेट पर निगरानी रखने को लेकर जनता के बीच गुस्सा काफ़ी बढ़ता जा रहा है.
",0
1438,"आग की भीषण लपटों को देखते हुए पुलिस सड़क से यातायात रोक दिया।
",0
2353,"अप्रमाणित अपराध की सजा आप कैसे दे सकते हैं 
",0
1930,"शादी तोड़ने से नाराज डॉक्‍टर गर्लफ्रेंड ने काट डाला मंगेतर का गुप्‍तांग   
",0
863,"उसकी समृद्ध संस्कृति एवं इतिहास का परिचय देते हैं तथापि यह शहर केवल एक संग्रहालय नहीं है
",1
752,"वह बहुत समझदार और होशियार लड़की हैं।
",1
472,"फरहान अख्तर का परफारमेंस बेहतर और प्रभावशाली रहा।
",1
1912,"इसके विपरीत चेन्नई की टीम बल्लेबाजी, गेंदबाजी और क्षेत्ररक्षण में शानदार नहीं रही है.
",0
219,"इस मौके पर उपस्थित विधायकों ने कहा कि हमें सबकों मिलजुल कर जिले के समग्र विकास की दिशा में अग्रसर होना है
",1
963,"यह तथ्यपूर्ण बात है
",1
2045,"जान जोखिम में डालकर की जा रही यह यात्रा कहीं मंगल को अमंगल न कर दे, इसका भय बना हुआ है।
",0
181,"इन दिनों बहुमुखी प्रतिभा की धनी अभिनेत्री कोंकणा सेन शर्मा फिल्म 'सजरूर कांता' में काम कर रही हैं 
",1
738,"सुब्रत रॉय सपने बेचने में माहिर थे उन्होंने अपने लक्ष्य में रेहड़ी पटरी और पान के दुकानदारों को टारगेट किया।
",1
446,"यह बहुत ही आकर्षक पेन है।
",1
1240,"उसकी हालत बिगड़ती देख उसे पुरुलिया के रघुनाथपुर सरकार अस्पताल मे भर्ती कराया गया।
",0
2176,"कल्याण बोर्ड मजदूरों के कल्याण के लिए कार्य कर रहा है मगर इनके पंजीकरण को प्राथमिकता नहीं दी जा रही हैं।
",0
41,"यह पूर्णता की प्रतीक है, इसलिए इस दिन किए सभी कार्यो में लोगों को निरंतर वृद्धि की प्राप्ति होती है।
",1
687,"धरती ख़ुशबूदार हो जाएगी 
",1
1228,"सलमान खान की मुश्किलें बढ़ती नजर आ रही हैं.
",0
1427,"जिसके बाद ट्रकों की आवाजाही रोकने के लिए पुलिस पर भारी दबाव था।
",0
1236,"पशुओं के प्रवेश पर रोक लगाना मुश्किल होता है।
",0
1668,"डॉक्टरों का कहना है, डायरिया का प्रकोप बारिश होने के बाद तेज होता है किंतु इस बार तो अभी से रोगी आने लगे हैं।
",0
883,"यही वजह है कि तमाम फंडामेंटल कमजोरियों के बावजूद बाज़ार में अप्रत्याशित उछाल देखने को मिल रहा है।
",1
351,"साथ ही आश्वस्त किया कि इस बार के रंगारंग कार्यक्रम श्रेष्ठ होंगे।
",1
1340,"उन्होंने कहा, हमारा लोकतंत्र बडा है, गतिशील है लेकिन इसमें गंभीर खामिया हैं।
",0
1701,"इंडोनेशिया में आये भूकंप के बाद सुनामी आने की चेतावनी ने बॉलीवुड में काफी लोगों को हिला कर रख दिया।
",0
1263,"सोनाली को पता होना चाहिए कैसे व्यवहार किया जाता है।
",0
1594,"यह हैदराबाद के लिए निराशाजनक हार थी क्योंकि टीम खेल के ज्यादातर हिस्से में दबदबा बनाए थी
",0
1277,"अफसोस लेखक और निर्देशक तनुश्री चटर्जी बसु इस पुरानी कहानी को नया अंदाज देने में असफल रही हैं।
",0
741,"बच्चों को प्रशिक्षण देने वाले ये लोग फुटबॉल की दुनिया के माहिर खिलाड़ी हैं
",1
1941,"अवामिया में रहने वालों पर हमले की तैयारी की जा रही है।
",0
1752,"इसलिए स्मॉल कैप स्टॉक्स में ज्यादा सेलिंग करना संभव नहीं होता।
",0
2159,"हमारा आत्मविश्वास थोड़ा गिरा हुआ था 
",0
927,"सेनाओं द्वारा राष्ट्र की सीमाएँ भली-भाँति रक्षित है
",1
2004,"नीतीश राजनीति में कठिन दौर से गुजर रहे है।
",0
1171,"भारतीय सैनिकों ने कुशल सेनापतियों के नेतृत्व में दुश्मनों के छक्के छुड़ा दिए
",1
2173,"ऐसी फिल्मों में मुख्य पात्र के चयन और किरदार पर निर्देशक का ज्यादा ध्यान रहता है, मगर इस फिल्म में ऐसा नहीं है।
",0
416,"इस तरह सिंधु ने अपने लिए ब्रॉन्ज मेडल पक्का कर लिया।
",1
1044,"काम मिलने के मामले में वे थोड़ी सौभाग्यशाली रहीं हैं।
",1
979,"खिलाड़ियों का मनोबल किसी भी स्थिति में नहीं टूटना चाहिए
",1
1069,"शुभ कार्य की शुरुआत करने में देर नहीं होनी चाहिए
",1
